,Unnamed: 0,path,image_nr,likes,visualizations,date,simp_path,day,year,month,month_n,likes_n,visualizations_n,colors,colors_s
0,0,Behance\0_1.8k_6.4k_84_3 de agosto de 2021.jpg,0,1.8k,6.4k,3 de agosto de 2021,0_1.8k_6.4k_84_3 de agosto de 2021.jpg,3,2021,agosto,8,1800,6400,"[[213.44514  181.73178  200.50743 ]
 [150.13974  169.5586   205.56982 ]
 [194.99828  205.80307  233.50182 ]
 [182.3355   198.43602  224.3009  ]
 [128.58365  162.41313  196.9     ]
 [172.87416  174.79369  211.01863 ]
 [211.05405  221.58301  238.95288 ]
 [156.33165  186.64832  208.66118 ]
 [210.44235  193.06044  216.37363 ]
 [104.227715 113.3644   145.73434 ]]","[[0.5890737  0.66480434 0.8062853 ]
 [0.76469916 0.80707085 0.9156934 ]
 [0.82526416 0.75709975 0.84852403]
 [0.50459623 0.6376128  0.7723053 ]
 [0.40873614 0.44456628 0.5715072 ]
 [0.82766294 0.868953   0.93707013]
 [0.67813116 0.6854901  0.8274816 ]
 [0.71504116 0.7781805  0.8796114 ]
 [0.83703977 0.71267366 0.78630364]
 [0.6130653  0.73195416 0.81827915]]"
1,1,Behance\1000_765_8.3k_65_19 de abril de 2021.jpg,1000,765,8.3k,19 de abril de 2021,1000_765_8.3k_65_19 de abril de 2021.jpg,19,2021,abril,4,765,8300,"[[ 59.659153  39.769173  35.604183]
 [115.539536 121.30729  143.76619 ]
 [229.80879  209.74966  184.00507 ]
 [118.65837   90.925674  78.471016]
 [183.47325  211.90828  230.66972 ]
 [ 90.421104  65.19368   55.813618]
 [152.04572  118.52717   96.80206 ]
 [148.68097  165.36044  189.10739 ]
 [ 28.363152  20.71841   18.573807]
 [193.75522  161.7667   132.27611 ]]","[[0.450158   0.47198504 0.55983007]
 [0.23607677 0.15732805 0.14070518]
 [0.71615076 0.82734466 0.90163124]
 [0.470382   0.36001873 0.30922806]
 [0.5770695  0.6418081  0.736078  ]
 [0.7724583  0.6515027  0.5379691 ]
 [0.60589635 0.473922   0.38661084]
 [0.3572661  0.25848538 0.22177655]
 [0.11330768 0.08269739 0.07412407]
 [0.9149556  0.83992076 0.7387819 ]]"
2,2,Behance\1001_919_6k_63_19 de abril de 2021.jpg,1001,919,6k,19 de abril de 2021,1001_919_6k_63_19 de abril de 2021.jpg,19,2021,abril,4,919,6000,"[[240.91878    66.80268    51.22841  ]
 [ 31.391586   54.190056   33.277145 ]
 [184.34538   192.83658   176.81224  ]
 [  2.6450534   2.5344944   2.2616463]
 [106.49325   116.60957    89.535995 ]
 [151.76744   148.3838    121.664444 ]
 [248.2488    244.11702   229.81317  ]
 [238.28342   180.75876   144.84755  ]
 [ 53.58892    91.420876   59.9161   ]
 [143.12556    59.38085    43.096947 ]]","[[0.4243812  0.4627723  0.35667711]
 [0.9735674  0.9573455  0.90125877]
 [0.01039428 0.00994843 0.00887732]
 [0.9346562  0.70894617 0.56810987]
 [0.9444598  0.26195937 0.20087333]
 [0.21046796 0.35871255 0.23517847]
 [0.59957254 0.58557594 0.4809844 ]
 [0.5582455  0.23412743 0.16992852]
 [0.123079   0.21295442 0.13074253]
 [0.7250104  0.7580106  0.6952627 ]]"
3,3,Behance\1002_2.9k_21.9k_135_19 de abril de 2021.jpg,1002,2.9k,21.9k,19 de abril de 2021,1002_2.9k_21.9k_135_19 de abril de 2021.jpg,19,2021,abril,4,2900,21900,"[[197.10681  237.85242   78.1398  ]
 [ 16.734251  41.6264     8.856895]
 [254.48874  254.53206  254.21118 ]
 [129.98613   63.21929  181.52286 ]
 [128.36462  154.47403  121.2979  ]
 [180.72487   95.49798  247.71841 ]
 [239.36433  223.07088  193.15535 ]
 [152.76205  186.66225   58.64549 ]
 [ 54.1809    83.22795   37.206455]
 [194.85318  178.2085   144.84756 ]]","[[0.06562523 0.16324136 0.03473371]
 [0.5995998  0.7325914  0.23021212]
 [0.9979951  0.998165   0.9969066 ]
 [0.708725   0.37450188 0.9714448 ]
 [0.773045   0.9328475  0.3064581 ]
 [0.93866247 0.87476224 0.75743943]
 [0.5030339  0.6057201  0.47523594]
 [0.50974953 0.24791878 0.71185434]
 [0.76334065 0.69830406 0.5681632 ]
 [0.21297094 0.32687017 0.14586444]]"
4,4,Behance\1003_928_9.9k_80_8 de abril de 2021.jpg,1003,928,9.9k,8 de abril de 2021,1003_928_9.9k_80_8 de abril de 2021.jpg,8,2021,abril,4,928,9900,"[[211.45775  207.38548  206.43594 ]
 [ 68.94089   58.064045  61.378006]
 [242.74924  242.69687  242.53204 ]
 [152.21407  138.0996   136.6602  ]
 [ 32.1866    24.211222  28.508776]
 [201.24226   35.397396  36.70641 ]
 [113.23619   96.36297   95.89028 ]
 [193.94449  178.71324  175.62093 ]
 [229.03981  227.91699  227.5199  ]
 [218.47952  124.61495  115.09863 ]]","[[0.9506851  0.95043564 0.9497987 ]
 [0.44098037 0.37432516 0.37290522]
 [0.12561733 0.09440261 0.11128348]
 [0.8556982  0.4827492  0.44572556]
 [0.7903542  0.13583797 0.14129841]
 [0.82424396 0.8063445  0.80219793]
 [0.26870108 0.22633708 0.23927489]
 [0.7549181  0.6918536  0.67899287]
 [0.8933675  0.8884052  0.886729  ]
 [0.59095216 0.5352688  0.530064  ]]"
5,5,Behance\1004_982_8.9k_60_19 de abril de 2021.jpg,1004,982,8.9k,19 de abril de 2021,1004_982_8.9k_60_19 de abril de 2021.jpg,19,2021,abril,4,982,8900,"[[ 60.79376   53.586254  50.371944]
 [208.91942  166.20946  135.28189 ]
 [  7.983797   7.989402   8.359183]
 [122.00554  121.11254  120.592865]
 [ 18.663366  18.579138  19.1623  ]
 [ 87.11755   86.18108   86.149956]
 [170.55873  124.0448    91.71281 ]
 [ 32.714733  32.372128  34.669674]
 [156.35532  155.44543  154.85994 ]
 [113.31597   75.37232   53.001778]]","[[0.03134102 0.03137255 0.03286759]
 [0.564768   0.39032203 0.28026205]
 [0.6024389  0.599627   0.59794605]
 [0.16835745 0.16119409 0.16567594]
 [0.39440686 0.2601179  0.18040857]
 [0.07623807 0.07584737 0.07861923]
 [0.7234411  0.5440023  0.41485858]
 [0.30393618 0.30042398 0.30142304]
 [0.84349275 0.6898565  0.58003   ]
 [0.45626318 0.4528101  0.45086515]]"
6,6,Behance\1005_2.1k_12.7k_87_19 de abril de 2021.jpg,1005,2.1k,12.7k,19 de abril de 2021,1005_2.1k_12.7k_87_19 de abril de 2021.jpg,19,2021,abril,4,2100,12700,"[[251.80244   215.15292    40.772873 ]
 [141.44473    66.08991    54.854866 ]
 [250.06363    78.43528    16.65718  ]
 [ 82.18778    68.49918   229.07657  ]
 [252.54756   251.77669   252.53111  ]
 [  3.62192     1.9811225   2.6487544]
 [250.81372   155.41125   204.2639   ]
 [185.91168   127.39942   129.87538  ]
 [ 80.50602   117.168175   29.778515 ]
 [ 56.552532   45.33147   185.29475  ]]","[[0.98745745 0.84373474 0.15989642]
 [0.3213721  0.2677723  0.8977835 ]
 [0.55472106 0.2591772  0.21497044]
 [0.9903826  0.9873595  0.99031806]
 [0.98064375 0.3076172  0.06537223]
 [0.01414788 0.00772148 0.01020017]
 [0.98340493 0.60939914 0.8010627 ]
 [0.3157099  0.45948303 0.11677849]
 [0.22104394 0.17704591 0.7200438 ]
 [0.7273971  0.49872494 0.5102123 ]]"
7,7,Behance\1006_1.6k_13.6k_67_18 de abril de 2021.jpg,1006,1.6k,13.6k,18 de abril de 2021,1006_1.6k_13.6k_67_18 de abril de 2021.jpg,18,2021,abril,4,1600,13600,"[[162.0149    86.00817   51.192467]
 [ 51.69845   47.343033  39.065357]
 [ 25.528566  36.073868  35.769936]
 [ 89.11169   65.36666   50.33901 ]
 [236.6791   131.11368   77.97303 ]
 [ 66.494446  56.112793  44.330723]
 [ 25.97308   27.011408  25.790241]
 [203.37646  102.445076  53.502117]
 [ 38.94658   37.616554  33.47746 ]
 [123.34336   74.17945   51.36574 ]]","[[0.25646412 0.21759158 0.17203988]
 [0.7820405  0.39413172 0.2071473 ]
 [0.09908308 0.14184524 0.14086904]
 [0.46822214 0.2875169  0.20273784]
 [0.14924985 0.14464003 0.12926377]
 [0.61948586 0.33145577 0.1997127 ]
 [0.9182569  0.5017761  0.2927342 ]
 [0.1009981  0.1054358  0.10089982]
 [0.3397513  0.2532298  0.19584857]
 [0.19753644 0.18238027 0.15178128]]"
8,8,Behance\1007_2.6k_16.8k_77_18 de abril de 2021.jpg,1007,2.6k,16.8k,18 de abril de 2021,1007_2.6k_16.8k_77_18 de abril de 2021.jpg,18,2021,abril,4,2600,16800,"[[254.79802   254.79868   254.79709  ]
 [ 70.526985   39.872128   35.06771  ]
 [248.40726   156.072      37.47792  ]
 [253.42047   147.20079   173.66612  ]
 [  4.133099    2.9984496   3.1454864]
 [ 85.78931    75.10454   250.06744  ]
 [244.23257    40.400482   61.240356 ]
 [153.2352    147.892     149.7224   ]
 [107.26653    91.83127    85.3051   ]
 [228.36845   203.84962   209.4945   ]]","[[0.9992238  0.9992335  0.99922585]
 [0.42900833 0.37231708 0.35235277]
 [0.99406374 0.5773369  0.68114555]
 [0.01677191 0.01214427 0.01270008]
 [0.9739158  0.61186963 0.14691377]
 [0.9577991  0.15852547 0.24013233]
 [0.33642864 0.2945276  0.9806566 ]
 [0.28379357 0.16364282 0.1423837 ]
 [0.6160066  0.5927684  0.60041416]
 [0.9003983  0.8028224  0.8252366 ]]"
9,9,Behance\1008_3.9k_22.2k_187_19 de abril de 2021.jpg,1008,3.9k,22.2k,19 de abril de 2021,1008_3.9k_22.2k_187_19 de abril de 2021.jpg,19,2021,abril,4,3900,22200,"[[254.6086    110.16946    12.206112 ]
 [ 80.3227     94.42485   166.33769  ]
 [190.4044    219.9566    241.47043  ]
 [  8.833325   36.109104  168.647    ]
 [ 65.8144      9.98287    20.261877 ]
 [192.20483   119.850525   90.78714  ]
 [215.63304    60.279633    6.895904 ]
 [  3.1739545  58.019463  191.86713  ]
 [241.00662   237.7181    231.00775  ]
 [154.07753   160.293     191.03667  ]]","[[0.9984687  0.43205217 0.04787032]
 [0.01241928 0.22766595 0.752499  ]
 [0.7466601  0.862541   0.9469144 ]
 [0.25838077 0.0391596  0.07935143]
 [0.6034477  0.62801063 0.7491896 ]
 [0.31357414 0.368579   0.6515856 ]
 [0.7537444  0.47000206 0.356028  ]
 [0.8472633  0.23715904 0.02692422]
 [0.94504434 0.93219984 0.9057978 ]
 [0.0338456  0.14175707 0.6624155 ]]"
10,10,Behance\1009_827_6.8k_57_17 de abril de 2021.jpg,1009,827,6.8k,17 de abril de 2021,1009_827_6.8k_57_17 de abril de 2021.jpg,17,2021,abril,4,827,6800,"[[224.56403  208.1318   175.44398 ]
 [100.26208  109.16653   91.2512  ]
 [196.62033  160.87285  120.05555 ]
 [ 46.23025   43.6758    37.441406]
 [147.07297  146.13684  122.13486 ]
 [143.04112  102.420654  65.30511 ]
 [212.011    184.8546   148.86496 ]
 [236.01895  222.49088  192.59702 ]
 [177.2314   132.15536   88.20822 ]
 [ 94.197     72.51651   50.3971  ]]","[[0.8282871  0.71983576 0.5776704 ]
 [0.34250394 0.28070223 0.2037834 ]
 [0.88050395 0.81591076 0.6876831 ]
 [0.6695372  0.4973598  0.3299877 ]
 [0.7730182  0.6200146  0.45301217]
 [0.1753931  0.16512716 0.14254081]
 [0.5308109  0.372734   0.23397121]
 [0.42291978 0.44942573 0.3738032 ]
 [0.92538166 0.8722208  0.75496715]
 [0.60574037 0.5909745  0.492322  ]]"
11,11,Behance\100_319_3.2k_35_22 de setembro de 2021.jpg,100,319,3.2k,22 de setembro de 2021,100_319_3.2k_35_22 de setembro de 2021.jpg,22,2021,setembro,9,319,3200,"[[126.859344 126.30211  125.732895]
 [219.71724  218.45064  217.0288  ]
 [ 55.940235  47.27983   37.54144 ]
 [ 85.55101   79.84094   73.53616 ]
 [209.25998  191.09398  172.52373 ]
 [144.9077   141.70984  138.57916 ]
 [232.94264  232.26001  231.46864 ]
 [111.58726  110.34091  108.954796]
 [ 28.83755   19.85012   11.980301]
 [180.01761  166.66246  154.99251 ]]","[[0.54912174 0.5416244  0.53431404]
 [0.8603695  0.854694   0.84827983]
 [0.21579567 0.18148553 0.14299452]
 [0.42591515 0.41905665 0.41154292]
 [0.91190374 0.9092526  0.906178  ]
 [0.48400182 0.48191148 0.4795955 ]
 [0.6868881  0.63689923 0.5920526 ]
 [0.11032629 0.07512337 0.04470801]
 [0.32737106 0.3045597  0.27926397]
 [0.8012107  0.7331078  0.6666749 ]]"
12,12,Behance\1010_1.6k_13.5k_88_16 de abril de 2021.jpg,1010,1.6k,13.5k,16 de abril de 2021,1010_1.6k_13.5k_88_16 de abril de 2021.jpg,16,2021,abril,4,1600,13500,"[[209.33601  182.15318  147.39828 ]
 [115.600914  36.8377    24.38583 ]
 [228.44286   57.460037  16.229918]
 [216.98483  192.93677  162.13376 ]
 [ 27.973202  19.775476  16.09466 ]
 [175.09468   20.80732    8.293899]
 [149.80055  107.71347   68.545784]
 [ 95.67762   18.760468  12.70895 ]
 [197.81285  166.16797  127.075165]
 [238.22246   71.3821    25.128393]]","[[0.8495124  0.7546123  0.63301957]
 [0.45581496 0.14663503 0.09705088]
 [0.89418054 0.2224555  0.06189138]
 [0.81944394 0.7122559  0.5752648 ]
 [0.3796002  0.0769721  0.0519405 ]
 [0.7734341  0.64847356 0.49460164]
 [0.5854161  0.420126   0.26683193]
 [0.6867076  0.08082914 0.03229332]
 [0.9315674  0.27682585 0.09645429]
 [0.11186898 0.07783258 0.06323928]]"
13,13,Behance\1011_1.3k_7.8k_77_18 de abril de 2021.jpg,1011,1.3k,7.8k,18 de abril de 2021,1011_1.3k_7.8k_77_18 de abril de 2021.jpg,18,2021,abril,4,1300,7800,"[[249.15749   224.673     213.4451   ]
 [  3.6975055   2.361216    2.694329 ]
 [205.5197     83.208405   71.73235  ]
 [130.39099    91.23347    77.144905 ]
 [244.50955   179.85063   153.46747  ]
 [171.32335   129.59926   109.57326  ]
 [244.894      74.72682    61.901386 ]
 [146.91522    46.37237    40.670776 ]
 [241.59938   136.3818    108.66232  ]
 [ 79.754524   50.14003    43.512215 ]]","[[0.80642605 0.3265203  0.28151596]
 [0.01473212 0.00942484 0.01072234]
 [0.97707695 0.8810595  0.8370359 ]
 [0.5163529  0.3661902  0.3108387 ]
 [0.31739712 0.19917616 0.17250386]
 [0.95946014 0.7052015  0.60153747]
 [0.5773031  0.1858849  0.16211772]
 [0.95414793 0.5313713  0.4244849 ]
 [0.9603857  0.29253882 0.24232328]
 [0.6812593  0.51504475 0.43304336]]"
14,14,Behance\1012_1.6k_10.1k_69_17 de abril de 2021.jpg,1012,1.6k,10.1k,17 de abril de 2021,1012_1.6k_10.1k_69_17 de abril de 2021.jpg,17,2021,abril,4,1600,10100,"[[103.90977   74.72524   59.32667 ]
 [188.60513  195.01274  198.18425 ]
 [136.62515   98.23841   78.073654]
 [239.21901  204.65894  183.98576 ]
 [ 67.01723   41.65758   27.479965]
 [133.06337  127.623055 123.78169 ]
 [194.75677  130.43478   83.975395]
 [182.39906  167.3274   156.39276 ]
 [156.2189   177.41254  185.78584 ]
 [228.10477  187.11823  156.43239 ]]","[[0.8976239  0.7351901  0.61372536]
 [0.52466035 0.3817687  0.30675608]
 [0.6118408  0.69438964 0.7270497 ]
 [0.7569244  0.5059891  0.32701373]
 [0.39988038 0.28146955 0.21921054]
 [0.2555217  0.15759021 0.10232237]
 [0.7216057  0.65940666 0.61408573]
 [0.93804324 0.80270565 0.72183913]
 [0.73842543 0.764667   0.77752614]
 [0.52489245 0.5022221  0.48647338]]"
15,15,Behance\1013_883_10.8k_47_4 de março de 2021.jpg,1013,883,10.8k,4 de março de 2021,1013_883_10.8k_47_4 de março de 2021.jpg,4,2021,março,3,883,10800,Not_found,Not_found
16,16,Behance\1014_2.1k_15.2k_83_14 de abril de 2021.jpg,1014,2.1k,15.2k,14 de abril de 2021,1014_2.1k_15.2k_83_14 de abril de 2021.jpg,14,2021,abril,4,2100,15200,"[[251.15009   184.13913    13.167015 ]
 [130.61295    54.97853   235.24771  ]
 [  3.6081343   3.0046659   3.2346296]
 [250.48988   113.30837   175.28648  ]
 [ 33.16642    69.80637   241.49072  ]
 [ 96.6432     70.269646   77.386314 ]
 [242.73267    68.058136   86.55907  ]
 [ 90.54219   155.49504   253.38254  ]
 [250.77498   187.2746    218.6666   ]
 [ 14.809174  140.87875     3.3811574]]","[[0.13012633 0.27379075 0.94633824]
 [0.37914187 0.27540562 0.30134857]
 [0.9821731  0.44442132 0.68739986]
 [0.98501223 0.72215235 0.05165562]
 [0.35506743 0.60978454 0.9936569 ]
 [0.9517067  0.26691657 0.33997482]
 [0.01400852 0.01167274 0.01264599]
 [0.51218617 0.21558587 0.9225    ]
 [0.98344743 0.7344177  0.8575263 ]
 [0.05787987 0.5526366  0.01323402]]"
17,17,Behance\1015_642_6.2k_50_16 de abril de 2021.jpg,1015,642,6.2k,16 de abril de 2021,1015_642_6.2k_50_16 de abril de 2021.jpg,16,2021,abril,4,642,6200,"[[237.22903  237.70793  237.6267  ]
 [129.45035  163.25468  105.71098 ]
 [249.35153  216.23506    2.158953]
 [ 55.457584 154.80309   74.97298 ]
 [  3.299302 148.65605  204.07448 ]
 [213.60423  212.9585   212.46484 ]
 [ 36.21037   48.59132   60.784607]
 [173.56116  168.7173   168.24701 ]
 [184.28108  174.02238   12.189108]
 [117.528336 105.98696   20.350037]]","[[0.93031055 0.93218863 0.93187046]
 [0.9780894  0.84812796 0.00846469]
 [0.21742988 0.60708344 0.2941366 ]
 [0.01293838 0.5829649  0.8002921 ]
 [0.6805136  0.66160315 0.6597255 ]
 [0.1426084  0.1909737  0.23807704]
 [0.83767176 0.8351417  0.8332025 ]
 [0.46721962 0.42118105 0.07704192]
 [0.7294257  0.6879138  0.04684317]
 [0.50794256 0.640408   0.41242224]]"
18,18,Behance\1016_1.1k_9.5k_50_16 de abril de 2021.jpg,1016,1.1k,9.5k,16 de abril de 2021,1016_1.1k_9.5k_50_16 de abril de 2021.jpg,16,2021,abril,4,1100,9500,"[[  1.910148    2.0860844   3.325422 ]
 [117.063705  126.25864   138.8509   ]
 [189.72453   202.21286   215.37598  ]
 [ 28.0875     31.838753   39.62509  ]
 [ 85.68069    92.46547   103.326416 ]
 [220.14435   231.70178   242.95383  ]
 [ 53.926773   56.716602   61.035385 ]
 [ 14.207951   15.578653   19.690502 ]
 [144.98746   158.5175    181.69443  ]
 [ 23.29111    50.576504  100.09958  ]]","[[0.00754353 0.00826624 0.01326007]
 [0.56831723 0.6214148  0.71243596]
 [0.21316212 0.22404283 0.24092844]
 [0.8633072  0.9086193  0.952736  ]
 [0.33572936 0.3628289  0.4063831 ]
 [0.45928153 0.49529415 0.5444739 ]
 [0.05677847 0.06225695 0.07845198]
 [0.7437631  0.79271394 0.84428835]
 [0.08963708 0.19622374 0.389655  ]
 [0.11404215 0.12897377 0.15944122]]"
19,19,Behance\1017_843_9.2k_78_16 de abril de 2021.jpg,1017,843,9.2k,16 de abril de 2021,1017_843_9.2k_78_16 de abril de 2021.jpg,16,2021,abril,4,843,9200,"[[129.72607    34.262802   19.580927 ]
 [230.09879   103.834496   74.13487  ]
 [ 53.754166   43.06083    40.730404 ]
 [ 25.549723   12.724039   11.305606 ]
 [168.4169     59.02859    41.425217 ]
 [204.54648   175.31804   169.26506  ]
 [ 51.99222     2.0604963   2.0129306]
 [209.26277    87.1437     63.036587 ]
 [105.18964    19.434902    8.781574 ]
 [132.52852   105.218544   99.03564  ]]","[[0.6746846  0.24066952 0.17031798]
 [0.100743   0.04924721 0.04376409]
 [0.9047748  0.4093353  0.292107  ]
 [0.5188323  0.14067656 0.08231331]
 [0.21066684 0.16876233 0.15963744]
 [0.79981786 0.685533   0.661808  ]
 [0.21372868 0.00934249 0.00828764]
 [0.8285707  0.3476804  0.25129765]
 [0.42589754 0.08400594 0.03905172]
 [0.5113399  0.4063306  0.38232958]]"
20,20,Behance\1018_351_4.1k_31_15 de abril de 2021.jpg,1018,351,4.1k,15 de abril de 2021,1018_351_4.1k_31_15 de abril de 2021.jpg,15,2021,abril,4,351,4100,"[[ 84.9525     87.819145   79.43463  ]
 [199.54317   200.40121   202.59903  ]
 [ 39.0544     44.237606   31.31304  ]
 [149.1531    150.50244   143.94272  ]
 [171.92479   173.20682   172.74794  ]
 [ 13.995972   15.714437    9.9933195]
 [127.37164   129.26372   121.468864 ]
 [238.5074    238.04503   237.0798   ]
 [ 64.380035   68.828896   56.851715 ]
 [106.21028   108.71357   100.08471  ]]","[[0.5002163  0.5075514  0.47718665]
 [0.2497519  0.26757753 0.21975517]
 [0.6754337  0.6804711  0.6793865 ]
 [0.05441481 0.0610325  0.03884271]
 [0.9353231  0.93350995 0.9297247 ]
 [0.41423234 0.42400232 0.39061072]
 [0.1515753  0.17187232 0.12135637]
 [0.5873419  0.5927217  0.5666057 ]
 [0.3297869  0.3410859  0.30794722]
 [0.7830084  0.7863716  0.7950115 ]]"
21,21,Behance\1019_1.6k_10.5k_63_1 de abril de 2021.jpg,1019,1.6k,10.5k,1 de abril de 2021,1019_1.6k_10.5k_63_1 de abril de 2021.jpg,1,2021,abril,4,1600,10500,"[[1.05343124e+02 4.03528938e+01 1.27596397e+01]
 [2.54247498e+02 2.54258713e+02 2.54254272e+02]
 [2.48650208e+02 9.62241821e+01 3.14475422e+01]
 [2.93412656e-01 2.29294896e-01 2.55361497e-01]
 [1.27671249e+02 1.27671265e+02 1.27671295e+02]
 [1.75136948e+02 6.78801804e+01 2.24070511e+01]
 [7.65456772e+01 7.65456848e+01 7.65456848e+01]
 [1.72937943e+02 1.72938049e+02 1.72937683e+02]
 [3.86346397e+01 2.22127380e+01 1.55480289e+01]
 [2.16122025e+02 2.16122208e+02 2.16122101e+02]]","[[9.7516948e-01 3.7737536e-01 1.2333369e-01]
 [1.1544526e-03 9.0122223e-04 1.0021329e-03]
 [9.9704903e-01 9.9709296e-01 9.9707562e-01]
 [3.0017912e-01 3.0017915e-01 3.0017915e-01]
 [6.7818803e-01 6.7818844e-01 6.7818701e-01]
 [4.1726586e-01 1.5981123e-01 5.0441176e-02]
 [1.5255827e-01 8.7374151e-02 6.0840547e-02]
 [6.9101059e-01 2.6786077e-01 8.8571861e-02]
 [8.4753734e-01 8.4753805e-01 8.4753764e-01]
 [5.0067157e-01 5.0067163e-01 5.0067174e-01]]"
22,22,Behance\101_443_4.2k_46_20 de setembro de 2021.jpg,101,443,4.2k,20 de setembro de 2021,101_443_4.2k_46_20 de setembro de 2021.jpg,20,2021,setembro,9,443,4200,"[[167.97438   86.66127   68.95677 ]
 [228.50082  215.08768  206.56749 ]
 [157.15231    7.920675  18.134132]
 [197.0705   154.59949  145.08023 ]
 [ 38.010212  22.990545  21.788456]
 [249.13643  247.23582  248.01237 ]
 [217.90097  194.30212  180.60776 ]
 [107.16614   90.79658   94.82315 ]
 [ 96.50066   48.418934  45.871807]
 [166.02292  118.729065 116.23487 ]]","[[0.85532147 0.7640158  0.7105722 ]
 [0.42580283 0.3569204  0.37252766]
 [0.6524513  0.46678427 0.45718655]
 [0.14948106 0.09019363 0.08540004]
 [0.37791926 0.19162518 0.18189943]
 [0.977955   0.97104275 0.9737983 ]
 [0.7740857  0.6080215  0.57010794]
 [0.66506565 0.3404865  0.26632318]
 [0.89692646 0.84480286 0.8120536 ]
 [0.6155005  0.0309     0.07101262]]"
23,23,Behance\1020_1.4k_8.3k_79_15 de abril de 2021.jpg,1020,1.4k,8.3k,15 de abril de 2021,1020_1.4k_8.3k_79_15 de abril de 2021.jpg,15,2021,abril,4,1400,8300,"[[167.55028     3.0923882  86.57291  ]
 [192.03452   177.67223   147.8927   ]
 [  1.8977246   9.206374   41.362156 ]
 [226.45802    32.426884   19.90549  ]
 [243.4076    243.35704   244.02158  ]
 [ 69.24842   153.73018   159.35826  ]
 [  7.988737   16.94215    75.09943  ]
 [ 74.09626    72.164116   94.38221  ]
 [204.82373   169.74774    37.00455  ]
 [140.13515   129.97812   134.4987   ]]","[[0.03173876 0.06630221 0.29247725]
 [0.75319415 0.69686764 0.58000875]
 [0.6570028  0.01217896 0.33946767]
 [0.88807076 0.12716421 0.07806075]
 [0.9545396  0.95434135 0.9569473 ]
 [0.29515076 0.2881213  0.3750095 ]
 [0.00732654 0.03603485 0.1618506 ]
 [0.27162066 0.60286397 0.6248636 ]
 [0.80313313 0.6667422  0.14402771]
 [0.559201   0.5175074  0.5303456 ]]"
24,24,Behance\1021_2.3k_25.6k_105_9 de abril de 2021.jpg,1021,2.3k,25.6k,9 de abril de 2021,1021_2.3k_25.6k_105_9 de abril de 2021.jpg,9,2021,abril,4,2300,25600,"[[ 85.37949    75.74022    65.58133  ]
 [225.33214   216.32903   206.42468  ]
 [189.4091    183.59398   177.67181  ]
 [231.81444   224.39195   215.11818  ]
 [  9.120924    8.175003    7.2476397]
 [116.23293   109.14731   101.66138  ]
 [252.03853   251.13496   250.17741  ]
 [ 70.43404    58.801117   45.087986 ]
 [163.76715   153.90826   143.99893  ]
 [217.5887    206.85342   194.72533  ]]","[[0.8846197  0.84952116 0.81104445]
 [0.33518606 0.29743752 0.25765106]
 [0.6426291  0.60397935 0.56512713]
 [0.03581417 0.03210276 0.02846432]
 [0.98859227 0.98510504 0.9814204 ]
 [0.743202   0.72022223 0.69679534]
 [0.9104303  0.8816891  0.84511137]
 [0.45735142 0.42943224 0.3999967 ]
 [0.85455984 0.81275237 0.7654523 ]
 [0.27661085 0.23109412 0.17747706]]"
25,25,Behance\1022_1.1k_7k_62_7 de fevereiro de 2020.jpg,1022,1.1k,7k,7 de fevereiro de 2020,1022_1.1k_7k_62_7 de fevereiro de 2020.jpg,7,2020,fevereiro,2,1100,7000,"[[150.03201 187.8401  185.49864]
 [240.70232 246.50417 245.92639]
 [170.92099  86.09308  40.56784]
 [117.5903  150.1437  153.70734]
 [209.29137 230.07523 232.47229]
 [212.78139 174.61034 144.36414]
 [ 66.3535   85.0121   91.60924]
 [230.83977 212.12102 192.99232]
 [199.5925  140.53598  79.21089]
 [183.37407 212.51727 221.22598]]","[[0.8200358  0.9017699  0.9110914 ]
 [0.46021307 0.5878687  0.6019593 ]
 [0.8304714  0.67795205 0.5542058 ]
 [0.5883621  0.73582494 0.7262645 ]
 [0.94353    0.9662423  0.9638328 ]
 [0.90325963 0.8266867  0.75110793]
 [0.6616076  0.32950264 0.1546902 ]
 [0.71839076 0.8329864  0.8674104 ]
 [0.25926137 0.33338115 0.35994348]
 [0.7817413  0.5427674  0.30020273]]"
26,26,Behance\1023_759_7.9k_61_14 de abril de 2021.jpg,1023,759,7.9k,14 de abril de 2021,1023_759_7.9k_61_14 de abril de 2021.jpg,14,2021,abril,4,759,7900,"[[225.65378   225.65645   225.6601   ]
 [ 19.368769   19.367546   19.367964 ]
 [ 73.752556   73.7526     73.75915  ]
 [251.88904   251.88774   251.90167  ]
 [165.39687   165.38715   165.4078   ]
 [  7.448664    7.446734    7.4477825]
 [213.08864   213.11758   213.11035  ]
 [237.57217   237.60617   237.65738  ]
 [ 33.00387    33.003      33.002056 ]
 [118.6891    118.6891    118.6916   ]]","[[0.9878001  0.98779505 0.9878497 ]
 [0.02665806 0.02665028 0.02665585]
 [0.8359941  0.83611214 0.83610976]
 [0.46165106 0.46165106 0.46166077]
 [0.12249339 0.12248853 0.12248769]
 [0.88733786 0.88729656 0.88738203]
 [0.28367788 0.28368163 0.28370473]
 [0.6449681  0.64492977 0.645011  ]
 [0.07098159 0.07097876 0.07097653]
 [0.933285   0.93347085 0.93358946]]"
