,Unnamed: 0,path,image_nr,likes,visualizations,date,simp_path,day,year,month,month_n,likes_n,visualizations_n,colors,colors_s
1129,1129,Behance\832_775_11k_60_17 de maio de 2021.jpg,832,775,11k,17 de maio de 2021,832_775_11k_60_17 de maio de 2021.jpg,17,2021,maio,5,775,11000,"[[ 87.4767     86.573944   84.554184 ]
 [ 51.56981    51.22154    49.155853 ]
 [251.49457   251.48363   251.25697  ]
 [  4.903926    4.8494444   4.710356 ]
 [183.90923   183.7168    182.54068  ]
 [ 71.64924    70.719025   68.69952  ]
 [ 22.372652   21.876297   20.272383 ]
 [ 79.19785    78.28012    76.27114  ]
 [114.51078   113.92372   111.90504  ]
 [ 39.348194   38.655712   36.496136 ]]","[[0.20173101 0.20037629 0.19227642]
 [0.30905575 0.3054581  0.29757723]
 [0.98572654 0.98568374 0.98478067]
 [0.08686377 0.08496632 0.07871121]
 [0.01921594 0.01900369 0.01846404]
 [0.7148498  0.7140819  0.70944786]
 [0.28096613 0.27731857 0.26940373]
 [0.33879542 0.33522797 0.32731706]
 [0.42469043 0.42216942 0.41416788]
 [0.15191478 0.14903195 0.14054489]]"
1130,1130,Behance\833_1k_7.7k_56_18 de maio de 2021.jpg,833,1k,7.7k,18 de maio de 2021,833_1k_7.7k_56_18 de maio de 2021.jpg,18,2021,maio,5,1000,7700,"[[  3.2684782 166.59859    18.891096 ]
 [148.17393   179.6841    125.77557  ]
 [250.43747   190.67186     4.876696 ]
 [173.18112   207.22992    17.390417 ]
 [ 88.294426  142.07907    24.463612 ]
 [  5.8924046  94.386765   28.000397 ]
 [148.52945   239.01839   229.455    ]
 [244.29445   213.84547    59.38098  ]
 [252.29921   240.08853   221.61055  ]
 [230.11496   136.5621      2.7467167]]","[[0.67940956 0.8130025  0.06809132]
 [0.9893634  0.9414583  0.8689762 ]
 [0.01277858 0.6533056  0.07403094]
 [0.98195493 0.74812627 0.01960769]
 [0.58567035 0.9349956  0.8956714 ]
 [0.02309364 0.37015405 0.10984674]
 [0.3462437  0.55674314 0.09427324]
 [0.9578121  0.83850944 0.23441534]
 [0.90241444 0.53557825 0.01077043]
 [0.5655843  0.69734    0.48158216]]"
1131,1131,Behance\834_958_12k_54_14 de maio de 2020.jpg,834,958,12k,14 de maio de 2020,834_958_12k_54_14 de maio de 2020.jpg,14,2020,maio,5,958,12000,"[[ 73.65915    73.65915    73.65915  ]
 [218.87462   218.87462   218.87462  ]
 [  2.1328635   2.1328635   2.1328635]
 [179.50253   179.50253   179.50253  ]
 [ 41.617264   41.617264   41.617264 ]
 [202.99385   202.99385   202.99385  ]
 [112.5231    112.5231    112.5231   ]
 [237.43983   237.43983   237.43983  ]
 [148.10358   148.10358   148.10358  ]
 [ 15.405855   15.405855   15.405855 ]]","[[0.7948281  0.7948281  0.7948281 ]
 [0.05960241 0.05960241 0.05960241]
 [0.40531075 0.40531075 0.40531075]
 [0.9330627  0.9330627  0.9330627 ]
 [0.6792896  0.6792896  0.6792896 ]
 [0.15815085 0.15815085 0.15815085]
 [0.86386293 0.86386293 0.86386293]
 [0.00836417 0.00836417 0.00836417]
 [0.2763793  0.2763793  0.2763793 ]
 [0.5357593  0.5357593  0.5357593 ]]"
1132,1132,Behance\835_1.6k_11.4k_91_10 de maio de 2021.jpg,835,1.6k,11.4k,10 de maio de 2021,835_1.6k_11.4k_91_10 de maio de 2021.jpg,10,2021,maio,5,1600,11400,"[[ 51.972343  55.92081   60.66135 ]
 [113.792984 140.0869   140.38454 ]
 [185.39954  209.17442  205.84123 ]
 [ 71.19686  150.87251  211.47075 ]
 [ 59.885426 125.27821  180.26547 ]
 [153.99397  184.93954  181.67577 ]
 [234.5112   178.63995  136.09581 ]
 [ 53.089504 103.04211  147.42569 ]
 [ 69.743324  90.47157   90.388824]
 [ 21.117363  22.557474  25.440744]]","[[0.279198   0.59165835 0.8293063 ]
 [0.20387894 0.21959653 0.23811054]
 [0.609221   0.7296587  0.7169392 ]
 [0.23484659 0.4912888  0.7069205 ]
 [0.20847681 0.40424988 0.57814497]
 [0.9028432  0.63775384 0.506036  ]
 [0.764855   0.8403517  0.79282075]
 [0.27564842 0.3570366  0.35660604]
 [0.45235988 0.5606458  0.56166786]
 [0.08281317 0.08846068 0.09976763]]"
1133,1133,Behance\836_3.6k_27.3k_139_17 de maio de 2021.jpg,836,3.6k,27.3k,17 de maio de 2021,836_3.6k_27.3k_139_17 de maio de 2021.jpg,17,2021,maio,5,3600,27300,"[[149.64389  174.5853   189.84428 ]
 [230.65077  152.66594   34.166763]
 [ 84.51765   62.038975  49.7695  ]
 [118.67007  154.16412  176.55106 ]
 [247.73616  215.97423  128.36742 ]
 [238.4298   230.5544   219.72604 ]
 [251.91975  204.48126   39.291046]
 [178.9818   104.20256   37.244507]
 [194.68307  170.7925   149.92506 ]
 [144.53192  119.78631  103.537605]]","[[0.465374   0.6045669  0.6923591 ]
 [0.9878829  0.80179876 0.15405828]
 [0.7013572  0.4082117  0.14608634]
 [0.9715144  0.84695774 0.50340164]
 [0.5663339  0.46957594 0.406028  ]
 [0.93499744 0.9040936  0.86162806]
 [0.5868388  0.68464816 0.7444874 ]
 [0.90430677 0.59844077 0.13401231]
 [0.76341176 0.66966325 0.5877783 ]
 [0.33095846 0.24304953 0.19522381]]"
1134,1134,Behance\837_897_6k_104_17 de maio de 2021.jpg,837,897,6k,17 de maio de 2021,837_897_6k_104_17 de maio de 2021.jpg,17,2021,maio,5,897,6000,"[[153.13524   44.00195   36.44832 ]
 [162.53697  141.71329   49.87752 ]
 [239.86809  216.19942  136.95508 ]
 [ 38.21394   21.046509  17.56433 ]
 [103.55205   87.23207   22.945684]
 [159.63327  109.792564 130.05983 ]
 [103.89445   55.12421   77.583   ]
 [241.57578  135.08633   36.28759 ]
 [248.57451  221.22632  205.02332 ]
 [224.05528  192.38336   73.06169 ]]","[[0.9472379  0.5297909  0.14239292]
 [0.14896834 0.08227459 0.06839842]
 [0.63625765 0.55479395 0.19506156]
 [0.9747906  0.86795664 0.80411303]
 [0.6005551  0.17256084 0.14316942]
 [0.4058575  0.21517268 0.30297887]
 [0.6251255  0.42896646 0.50901496]
 [0.87804747 0.7540306  0.2863385 ]
 [0.40496245 0.3409194  0.0894718 ]
 [0.940416   0.84662235 0.5372671 ]]"
1135,1135,Behance\839_1.3k_8.9k_71_17 de maio de 2021.jpg,839,1.3k,8.9k,17 de maio de 2021,839_1.3k_8.9k_71_17 de maio de 2021.jpg,17,2021,maio,5,1300,8900,"[[ 63.63378   86.571014  78.93013 ]
 [232.8685    90.800186  56.55679 ]
 [ 46.399437  44.013584  47.273582]
 [112.286316 184.16083  164.49925 ]
 [241.61816  153.94965   52.834705]
 [224.46696  202.27051  204.10406 ]
 [105.31624  120.88215  116.92611 ]
 [141.23845   73.39953   47.862774]
 [ 26.305046  19.082558  26.81743 ]
 [194.74136  149.70476  155.44243 ]]","[[0.1038304  0.07565053 0.10588038]
 [0.91360223 0.35624143 0.221596  ]
 [0.44097552 0.7236763  0.646335  ]
 [0.24968514 0.33957106 0.3095678 ]
 [0.18311113 0.17379983 0.1862841 ]
 [0.8769154  0.7862254  0.7930276 ]
 [0.9477149  0.6043475  0.20767096]
 [0.75430185 0.57614386 0.602     ]
 [0.40424868 0.47719353 0.45824015]
 [0.55483365 0.28938624 0.18987605]]"
1136,1136,Behance\840_1.5k_14.3k_95_24 de abril de 2020.jpg,840,1.5k,14.3k,24 de abril de 2020,840_1.5k_14.3k_95_24 de abril de 2020.jpg,24,2020,abril,4,1500,14300,"[[ 42.623974  54.076496  44.051964]
 [179.99464  181.35153  183.43916 ]
 [ 86.40251   93.1348    77.26649 ]
 [140.14459  140.5172   147.24347 ]
 [251.32329  251.46225  251.18864 ]
 [ 32.368465  43.23465   38.569122]
 [ 54.35805   65.60011   51.175636]
 [ 23.131248  33.122192  33.15835 ]
 [106.25893  111.57864  115.34764 ]
 [ 68.833954  78.691635  59.77769 ]]","[[0.21250659 0.25661767 0.19969805]
 [0.9855815  0.9861265  0.98505354]
 [0.12864599 0.17136414 0.15214217]
 [0.70586133 0.7111825  0.7193693 ]
 [0.416335   0.4373051  0.45208475]
 [0.16795564 0.21292447 0.17331994]
 [0.3381804  0.36471283 0.30088386]
 [0.2679577  0.30686048 0.23427396]
 [0.5495867  0.55104774 0.5774254 ]
 [0.0916333  0.13093421 0.13060433]]"
1137,1137,Behance\841_3.4k_20.2k_137_16 de maio de 2021.jpg,841,3.4k,20.2k,16 de maio de 2021,841_3.4k_20.2k_137_16 de maio de 2021.jpg,16,2021,maio,5,3400,20200,"[[232.29494  140.13063  131.59798 ]
 [110.76057  115.93079   58.9381  ]
 [214.58105  206.04256  185.68935 ]
 [166.80168  182.79106  109.21447 ]
 [145.10811   41.886612  35.25969 ]
 [187.59262   78.25733   66.07599 ]
 [138.41855  158.0782    56.088432]
 [239.45007  233.40886  225.22586 ]
 [193.07701  195.0931   147.5033  ]
 [163.34042  139.71803  112.55177 ]]","[[0.8198797  0.81988245 0.73491764]
 [0.6461298  0.70413554 0.42612636]
 [0.7312348  0.2831087  0.2373205 ]
 [0.7529773  0.7724761  0.5664222 ]
 [0.43435514 0.45463055 0.2311298 ]
 [0.9151678  0.6415788  0.6095801 ]
 [0.9408786  0.91580415 0.8829632 ]
 [0.54245365 0.61532754 0.23251037]
 [0.56555057 0.16432801 0.13866606]
 [0.73544055 0.49681324 0.43567735]]"
1138,1138,Behance\842_2.5k_21.4k_105_17 de maio de 2021.jpg,842,2.5k,21.4k,17 de maio de 2021,842_2.5k_21.4k_105_17 de maio de 2021.jpg,17,2021,maio,5,2500,21400,"[[230.71072  229.8916   231.05133 ]
 [ 75.40967   70.05933   70.313225]
 [ 38.71311   13.017964  13.145957]
 [135.37611  112.934944 113.580536]
 [205.11877  181.85669  174.06305 ]
 [121.128746  16.798655  16.448587]
 [ 57.59024   42.601658  41.648758]
 [217.98595  215.73515  216.17383 ]
 [188.54655  146.70216  135.91049 ]
 [174.72148   68.4187    57.620953]]","[[0.85368204 0.8447388  0.8464306 ]
 [0.372259   0.06920159 0.0643546 ]
 [0.6845835  0.55995905 0.5391514 ]
 [0.60264    0.12770617 0.11630327]
 [0.21658546 0.19014478 0.18875238]
 [0.827006   0.7008349  0.6551848 ]
 [0.90474796 0.90153575 0.90608364]
 [0.13501436 0.05175656 0.05381   ]
 [0.30845496 0.28464484 0.28588703]
 [0.54255843 0.4234215  0.41542313]]"
1139,1139,Behance\843_1.1k_6.4k_79_2 de março de 2021.jpg,843,1.1k,6.4k,2 de março de 2021,843_1.1k_6.4k_79_2 de março de 2021.jpg,2,2021,março,3,1100,6400,Not_found,Not_found
1140,1140,Behance\844_1.7k_11.4k_100_13 de maio de 2021.jpg,844,1.7k,11.4k,13 de maio de 2021,844_1.7k_11.4k_100_13 de maio de 2021.jpg,13,2021,maio,5,1700,11400,"[[193.74191   191.91896   198.77716  ]
 [  7.7030454   7.0368958  13.373922 ]
 [118.61715   100.156494   95.42435  ]
 [218.37787   217.88686   221.06776  ]
 [116.70474   114.43843   142.24527  ]
 [ 63.38535    56.314728   74.751274 ]
 [ 30.474197   27.633842   46.064747 ]
 [149.42383   141.42847   150.06488  ]
 [ 81.378456   79.321884  115.04256  ]
 [170.47646   166.59491   177.14761  ]]","[[0.10732135 0.09715399 0.16413033]
 [0.68042755 0.665487   0.7033216 ]
 [0.4810359  0.456622   0.52802086]
 [0.8573302  0.85549664 0.8678464 ]
 [0.4182818  0.35165    0.34373614]
 [0.591157   0.5653331  0.6092661 ]
 [0.22892416 0.20652261 0.28856522]
 [0.02821231 0.02579632 0.04931882]
 [0.7648115  0.7579646  0.7841927 ]
 [0.31630582 0.31273615 0.47073147]]"
1141,1141,Behance\845_323_3.9k_32_15 de maio de 2021.jpg,845,323,3.9k,15 de maio de 2021,845_323_3.9k_32_15 de maio de 2021.jpg,15,2021,maio,5,323,3900,"[[ 54.02965    53.886345   57.117435 ]
 [183.9857    183.86089   183.16078  ]
 [127.6061    127.82908   130.70976  ]
 [  7.8146834   7.3821907   5.695317 ]
 [244.14372   243.42703   239.29185  ]
 [101.65522   102.16095   106.310875 ]
 [157.47754   157.47485   159.04428  ]
 [ 30.976257   30.324638   29.3277   ]
 [ 75.56907    75.81452    79.57463  ]
 [218.14636   217.5916    213.94453  ]]","[[0.21621229 0.21574359 0.22884654]
 [0.62316835 0.62316144 0.6290088 ]
 [0.8591757  0.8570169  0.8424918 ]
 [0.40582624 0.40785766 0.42406285]
 [0.03184646 0.03011608 0.02342147]
 [0.12522566 0.12273058 0.11942285]
 [0.30188203 0.3029029  0.3177157 ]
 [0.72775614 0.72721064 0.7238743 ]
 [0.5131084  0.5136956  0.5241296 ]
 [0.9597291  0.9568584  0.940693  ]]"
1142,1142,Behance\846_702_5.5k_57_15 de maio de 2021.jpg,846,702,5.5k,15 de maio de 2021,846_702_5.5k_57_15 de maio de 2021.jpg,15,2021,maio,5,702,5500,"[[186.06483  184.03386  181.41267 ]
 [ 55.492992  53.433575  50.35952 ]
 [142.99998  139.92998  136.21841 ]
 [ 13.172897  11.556837   9.600967]
 [ 97.50059   92.879654  87.353134]
 [162.8598   160.5392   157.68867 ]
 [ 36.842335  35.587025  33.407043]
 [121.89864  116.67762  110.46661 ]
 [ 75.40254   72.28284   68.32813 ]
 [215.56047  213.25806  210.14928 ]]","[[0.21692026 0.2089082  0.19696698]
 [0.6549518  0.64581    0.6345086 ]
 [0.48391414 0.46346074 0.439103  ]
 [0.05109215 0.044835   0.0372667 ]
 [0.56992435 0.5590353  0.54585326]
 [0.85571176 0.8467318  0.83438563]
 [0.29507452 0.28283137 0.26722163]
 [0.3837604  0.3655485  0.34380573]
 [0.14401348 0.13915043 0.1306831 ]
 [0.744486   0.7363124  0.7257799 ]]"
1143,1143,Behance\847_2k_12.6k_64_25 de dezembro de 2019.jpg,847,2k,12.6k,25 de dezembro de 2019,847_2k_12.6k_64_25 de dezembro de 2019.jpg,25,2019,dezembro,12,2000,12600,"[[ 54.516148  45.581203  86.23664 ]
 [ 85.47985   78.28578  130.88872 ]
 [ 32.86069   22.538574  55.022163]
 [206.99849   78.97122   86.866325]
 [ 19.918358  11.546292  33.995758]
 [103.286606  96.06321  148.33507 ]
 [ 76.13567   32.747875  59.198032]
 [ 41.776836  33.25502   70.36207 ]
 [ 70.144264  62.362255 109.64605 ]
 [122.34808   52.360195  81.06838 ]]","[[0.07840304 0.04540472 0.13347124]
 [0.2774821  0.24735078 0.4337616 ]
 [0.2954951  0.1272153  0.23113523]
 [0.8103069  0.30863672 0.33989707]
 [0.1646607  0.13136771 0.2773526 ]
 [0.40628138 0.37773126 0.5826609 ]
 [0.21568646 0.18055156 0.3403471 ]
 [0.4768416  0.20407751 0.31654474]
 [0.33722013 0.30902272 0.5156552 ]
 [0.12908085 0.08889551 0.21670708]]"
1144,1144,Behance\848_1.2k_10.9k_59_26 de maio de 2020.jpg,848,1.2k,10.9k,26 de maio de 2020,848_1.2k_10.9k_59_26 de maio de 2020.jpg,26,2020,maio,5,1200,10900,"[[  1.2224247    0.91136587   1.0619746 ]
 [119.408394   118.480286   137.44865   ]
 [197.61168    191.4428     202.86847   ]
 [ 69.73508     66.85015     85.24776   ]
 [161.38634     87.9423      69.717834  ]
 [243.34026    242.47548    245.78809   ]
 [ 92.762375    91.0861     110.81339   ]
 [ 42.607555    37.748253    48.793495  ]
 [152.5183     154.22643    169.99692   ]
 [207.71063    129.70107    125.51533   ]]","[[0.46188432 0.4583777  0.5328917 ]
 [0.15829179 0.13875306 0.17861205]
 [0.5986104  0.6051358  0.6666505 ]
 [0.35541978 0.34826747 0.4256445 ]
 [0.63458    0.34620354 0.27490473]
 [0.9563986  0.9533961  0.9656188 ]
 [0.00443617 0.00329795 0.00386298]
 [0.26351196 0.25141767 0.32208654]
 [0.8173355  0.5127088  0.49766937]
 [0.7781088  0.7551544  0.8003874 ]]"
1145,1145,Behance\849_1.1k_8k_80_15 de maio de 2021.jpg,849,1.1k,8k,15 de maio de 2021,849_1.1k_8k_80_15 de maio de 2021.jpg,15,2021,maio,5,1100,8000,"[[210.23395    47.05134    43.05243  ]
 [250.15915   250.31401   250.44774  ]
 [174.90356   156.58421   165.14847  ]
 [ 58.779015    1.4733634  24.659313 ]
 [139.60764   113.770874  128.40134  ]
 [158.46387    34.57793    39.682415 ]
 [101.21976    21.199484   51.73022  ]
 [207.62456   201.9443    208.42233  ]
 [224.20033    93.921616  114.029594 ]
 [117.627396   68.99033    89.56896  ]]","[[0.7094229  0.6429008  0.6738366 ]
 [0.82444686 0.18451507 0.16883308]
 [0.9810163  0.9816236  0.98214793]
 [0.37672746 0.08257551 0.20634066]
 [0.4978846  0.35584593 0.42539382]
 [0.61097026 0.13475712 0.16055083]
 [0.22059423 0.00276229 0.08476055]
 [0.6330711  0.5503388  0.590901  ]
 [0.87921697 0.36832005 0.44717488]
 [0.8204042  0.802058   0.82879883]]"
1146,1146,Behance\850_1.1k_10.2k_92_14 de maio de 2021.jpg,850,1.1k,10.2k,14 de maio de 2021,850_1.1k_10.2k_92_14 de maio de 2021.jpg,14,2021,maio,5,1100,10200,"[[202.57245     1.900489   21.87541  ]
 [239.92972   239.6795    238.499    ]
 [ 28.55296    27.737242   27.48133  ]
 [221.44887   175.50871   173.56033  ]
 [121.22553     1.1194884   2.1561792]
 [211.69678   127.57575   128.4174   ]
 [191.18509     1.0121688  13.275912 ]
 [206.07622    74.33101    79.76492  ]
 [202.87569    21.379766   34.038326 ]
 [217.30281     2.6036925  24.325754 ]]","[[0.7945615  0.00737499 0.08574037]
 [0.8684801  0.6886579  0.68100744]
 [0.11197245 0.1087735  0.10776992]
 [0.94090337 0.9399375  0.9353148 ]
 [0.8302554  0.50042117 0.50372785]
 [0.47547713 0.00440201 0.00848359]
 [0.7955955  0.08301104 0.13293467]
 [0.74987954 0.00399116 0.05219959]
 [0.80796987 0.29058877 0.31193006]
 [0.8522947  0.0101944  0.09547228]]"
1147,1147,Behance\851_2.2k_13.4k_97_14 de maio de 2021.jpg,851,2.2k,13.4k,14 de maio de 2021,851_2.2k_13.4k_97_14 de maio de 2021.jpg,14,2021,maio,5,2200,13400,"[[154.96104   199.56003   181.49051  ]
 [  5.0140285  70.5213     83.142334 ]
 [239.21664   104.76971    78.41691  ]
 [  1.0690954 175.04558   142.05428  ]
 [231.80829   241.32404   236.95734  ]
 [  4.636139   24.804924   53.4381   ]
 [236.67517   186.58621   161.35759  ]
 [121.56659    98.99222    99.61914  ]
 [ 83.67416   173.97769   155.01372  ]
 [  6.754571  117.71914   113.39224  ]]","[[0.9382551  0.41091433 0.30753976]
 [0.02435213 0.45842913 0.44271395]
 [0.01982135 0.27533853 0.32517287]
 [0.90347636 0.94435894 0.92706895]
 [0.00343546 0.68637836 0.5569351 ]
 [0.57338834 0.7728518  0.7001611 ]
 [0.29620558 0.6552058  0.5873809 ]
 [0.48646253 0.38053602 0.38147423]
 [0.01818451 0.09695205 0.20936827]
 [0.92327166 0.7339593  0.6346454 ]]"
1148,1148,Behance\852_1.7k_9.5k_124_14 de maio de 2021.jpg,852,1.7k,9.5k,14 de maio de 2021,852_1.7k_9.5k_124_14 de maio de 2021.jpg,14,2021,maio,5,1700,9500,"[[ 32.71734   57.506897  19.857811]
 [167.65868  173.59639  178.76299 ]
 [109.23323  119.84709   93.15086 ]
 [102.09847  102.26083   21.859217]
 [121.35248  140.85355  152.7355  ]
 [197.9719   219.01009  239.87808 ]
 [183.22865  139.4944    19.777126]
 [ 65.96598   91.75527   64.279144]
 [143.05557  186.23315  226.25584 ]
 [169.53839  151.45416  114.62154 ]]","[[0.2590962  0.36054054 0.25526762]
 [0.6565362  0.6802546  0.7008847 ]
 [0.6684767  0.59558195 0.4485728 ]
 [0.12679985 0.22466761 0.07867309]
 [0.71359134 0.5444078  0.07664409]
 [0.7763262  0.8587395  0.94052255]
 [0.47610885 0.5520777  0.5982147 ]
 [0.43008357 0.47081667 0.3646267 ]
 [0.39059424 0.39616352 0.08554575]
 [0.5610087  0.73033094 0.8872863 ]]"
1149,1149,Behance\853_788_6.3k_64_14 de maio de 2021.jpg,853,788,6.3k,14 de maio de 2021,853_788_6.3k_64_14 de maio de 2021.jpg,14,2021,maio,5,788,6300,"[[1.58062011e-01 1.26951188e-01 1.35517836e-01]
 [9.94931030e+01 9.72889709e+01 9.82579575e+01]
 [3.13248119e+01 3.09892941e+01 3.25386696e+01]
 [2.27462494e+02 2.25612823e+02 2.29036667e+02]
 [2.80080318e+01 2.44392242e+01 2.39771996e+01]
 [1.68983444e+02 1.67123810e+02 1.68178131e+02]
 [1.28197968e+02 1.26174225e+02 1.27115128e+02]
 [4.74672585e+01 4.63960648e+01 4.68849258e+01]
 [1.64486942e+01 1.44291143e+01 1.49706726e+01]
 [7.31528244e+01 7.09037704e+01 7.18330688e+01]]","[[1.22239858e-01 1.20407432e-01 1.26299858e-01]
 [3.97597164e-01 3.89082104e-01 3.92878532e-01]
 [6.19851053e-04 4.97862697e-04 5.31449914e-04]
 [6.77998364e-01 6.70754492e-01 6.74990416e-01]
 [2.88536280e-01 2.79617012e-01 2.83264905e-01]
 [5.14599860e-01 5.06658316e-01 5.10351300e-01]
 [1.83748275e-01 1.79749429e-01 1.81573570e-01]
 [1.09430484e-01 9.54798013e-02 9.36735496e-02]
 [8.95686328e-01 8.88444960e-01 9.02135968e-01]
 [6.45046830e-02 5.65847643e-02 5.87085150e-02]]"
1150,1150,Behance\854_2.3k_15.6k_149_12 de maio de 2021.jpg,854,2.3k,15.6k,12 de maio de 2021,854_2.3k_15.6k_149_12 de maio de 2021.jpg,12,2021,maio,5,2300,15600,"[[252.70886  252.74055  252.74258 ]
 [ 10.239037   8.277453  17.86444 ]
 [114.51235  137.38539   80.46053 ]
 [226.20988  160.23778   48.683716]
 [ 71.32395   92.31993  215.57384 ]
 [ 37.443516  45.472458  57.40832 ]
 [199.48738  119.56905  149.85257 ]
 [139.3008   104.57036   20.548578]
 [ 38.098034 124.33641   85.83584 ]
 [ 57.318504  51.4683   145.88962 ]]","[[0.5295339  0.3978423  0.07970253]
 [0.04022093 0.03253654 0.07002765]
 [0.78548676 0.46913606 0.5884176 ]
 [0.22820467 0.20463386 0.57735014]
 [0.88532174 0.62637234 0.18924302]
 [0.28024027 0.36369473 0.8468139 ]
 [0.45715466 0.54199356 0.31546822]
 [0.15285349 0.48739114 0.33556253]
 [0.14355078 0.1758606  0.230057  ]
 [0.99101514 0.9911394  0.9911474 ]]"
1151,1151,Behance\855_820_10.8k_59_8 de abril de 2021.jpg,855,820,10.8k,8 de abril de 2021,855_820_10.8k_59_8 de abril de 2021.jpg,8,2021,abril,4,820,10800,"[[227.54886  226.42767  223.89497 ]
 [117.84643   50.645004  89.239426]
 [162.92961  143.38681  139.5448  ]
 [247.73561  246.51161  242.74455 ]
 [235.32422  232.34705  227.83316 ]
 [218.43597  217.76872  215.30354 ]
 [ 83.477295  53.263035  49.198193]
 [192.47295  175.27083  170.38246 ]
 [211.18175  202.7676   199.28145 ]
 [124.17842   92.69281   86.824615]]","[[0.9242481  0.9117866  0.89341635]
 [0.54543036 0.41771302 0.40765068]
 [0.8568642  0.8541599  0.8444197 ]
 [0.6490134  0.5781032  0.56110066]
 [0.829161   0.7966302  0.7829981 ]
 [0.45592687 0.2480225  0.33054125]
 [0.3266564  0.19294047 0.1941241 ]
 [0.9716826  0.96702754 0.9522838 ]
 [0.8938406  0.8903071  0.88088113]
 [0.75936913 0.6936048  0.6741067 ]]"
1152,1152,Behance\856_1.3k_8k_61_28 de junho de 2020.jpg,856,1.3k,8k,28 de junho de 2020,856_1.3k_8k_61_28 de junho de 2020.jpg,28,2020,junho,6,1300,8000,"[[ 14.729929   14.729929   14.729929 ]
 [159.76933   159.76933   159.76933  ]
 [ 68.89725    68.89725    68.89725  ]
 [247.76941   247.76941   247.76941  ]
 [124.755806  124.755806  124.755806 ]
 [ 30.126911   30.126911   30.126911 ]
 [  2.4641128   2.4641128   2.4641128]
 [ 94.63552    94.63552    94.63552  ]
 [ 48.01541    48.01541    48.01541  ]
 [200.26025   200.26025   200.26025  ]]","[[0.00839758 0.00839758 0.00839758]
 [0.7664696  0.7664696  0.7664696 ]
 [0.26604944 0.26604944 0.26604944]
 [0.11011353 0.11011353 0.11011353]
 [0.96553695 0.96553695 0.96553695]
 [0.4740383  0.4740383  0.4740383 ]
 [0.18184096 0.18184096 0.18184096]
 [0.05218981 0.05218981 0.05218981]
 [0.3635342  0.3635342  0.3635342 ]
 [0.6059872  0.6059872  0.6059872 ]]"
1153,1153,Behance\857_1.4k_11.1k_77_13 de maio de 2021.jpg,857,1.4k,11.1k,13 de maio de 2021,857_1.4k_11.1k_77_13 de maio de 2021.jpg,13,2021,maio,5,1400,11100,"[[216.31773   212.36497   209.3398   ]
 [ 32.10901    32.13664    30.132505 ]
 [ 35.563553  151.82846   168.94946  ]
 [117.86879   117.34705   114.94177  ]
 [ 22.877098   89.26478    97.75532  ]
 [ 74.35689    73.9432     71.61035  ]
 [244.4548    242.04655   239.27869  ]
 [  9.138594    8.764952    6.8284616]
 [162.1471    161.1049    158.55394  ]
 [ 30.666878  134.48715   148.88786  ]]","[[0.8484056  0.8329004  0.8210368 ]
 [0.12594436 0.12603658 0.11817726]
 [0.13922022 0.5946989  0.6617842 ]
 [0.4650657  0.46299514 0.4535206 ]
 [0.95959103 0.9502592  0.9394194 ]
 [0.03623962 0.03464171 0.02697936]
 [0.29363915 0.29188934 0.2826899 ]
 [0.1192642  0.5224695  0.5778913 ]
 [0.6387662  0.6346509  0.62464935]
 [0.08904839 0.34430894 0.37686276]]"
1154,1154,Behance\858_1.8k_10k_127_14 de maio de 2021.jpg,858,1.8k,10k,14 de maio de 2021,858_1.8k_10k_127_14 de maio de 2021.jpg,14,2021,maio,5,1800,10000,"[[ 61.218304   58.862885   63.490223 ]
 [182.26114   155.62994   139.20227  ]
 [ 16.962229   19.09201    21.00085  ]
 [109.36389    87.05723    77.793304 ]
 [205.694     186.23822   173.25273  ]
 [ 30.846657   32.96534    36.83979  ]
 [183.38358    22.394695   14.691395 ]
 [  3.2685504   5.0850124   6.1720543]
 [ 46.113308   47.050594   51.571915 ]
 [147.49443   120.90855   107.56098  ]]","[[0.24076654 0.23113851 0.24899544]
 [0.06787455 0.0757827  0.08332814]
 [0.586901   0.48102948 0.4278442 ]
 [0.1808578  0.18451898 0.20224242]
 [0.8084469  0.7329396  0.6825784 ]
 [0.43637037 0.3481204  0.3110053 ]
 [0.71857095 0.08752753 0.05744135]
 [0.01326859 0.02055064 0.02481039]
 [0.719611   0.61638695 0.5518475 ]
 [0.121015   0.1294735  0.14473513]]"
1155,1155,Behance\859_438_3.7k_34_13 de maio de 2021.jpg,859,438,3.7k,13 de maio de 2021,859_438_3.7k_34_13 de maio de 2021.jpg,13,2021,maio,5,438,3700,"[[252.34908    244.76764    244.13124   ]
 [108.44314     53.40482     57.562515  ]
 [201.39915    109.38779     64.70247   ]
 [  0.83176017   0.73126316   0.7995835 ]
 [ 56.712868    76.33987    189.40117   ]
 [152.5196     156.55542    196.09662   ]
 [234.52686    144.92403    114.72953   ]
 [238.46725    195.30959    212.58414   ]
 [184.7926      78.688225    38.853745  ]
 [ 41.88616     26.341927    19.944218  ]]","[[0.5975491  0.6118858  0.7670289 ]
 [0.0032618  0.0028677  0.00313562]
 [0.7898006  0.4289717  0.2537352 ]
 [0.98960423 0.9598731  0.95737743]
 [0.2224034  0.29937202 0.7427497 ]
 [0.4249336  0.2089332  0.22476254]
 [0.9197131  0.5683295  0.44991973]
 [0.72467685 0.3085813  0.15236762]
 [0.9351657  0.76592    0.83366334]
 [0.1642595  0.10330167 0.07821262]]"
